train_28872, bare_ground blooming blow_down cloudy conventional_mine haze partly_cloudy water, artisinal_mine partly_cloudy primary water
train_1404, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_996, clear cloudy selective_logging slash_burn, partly_cloudy primary road
train_272, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_1370, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_688, agriculture clear primary road, agriculture haze primary road
train_238, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_29289, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_292, agriculture cloudy conventional_mine habitation selective_logging slash_burn, agriculture partly_cloudy primary
train_991, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_2454, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_11897, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, agriculture bare_ground partly_cloudy primary road
train_279, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation primary
train_2665, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, agriculture clear habitation primary water
train_29267, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_29683, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_12718, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear primary water
train_28611, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_1184, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary water
train_348, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_2829, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary
train_311, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_2246, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_26714, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture blooming clear cultivation primary slash_burn
train_1065, clear cloudy selective_logging slash_burn, partly_cloudy primary water
train_1254, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary road water
train_239, clear cloudy primary selective_logging slash_burn, bare_ground clear primary water
train_3532, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture habitation haze primary road
train_2972, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear cultivation habitation primary road
train_982, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_780, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_2783, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_2254, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture cultivation haze primary road
train_10838, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear cultivation primary
train_27192, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_11098, clear cloudy selective_logging slash_burn, agriculture bare_ground clear primary
train_31625, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_736, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_29281, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_3229, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_27581, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_11866, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_1235, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_1249, clear cloudy selective_logging slash_burn, agriculture partly_cloudy primary road
train_12450, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_2183, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation primary water
train_716, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary
train_4723, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2306, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear habitation water
train_12706, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear conventional_mine primary road
train_1291, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_29757, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_1300, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn water, partly_cloudy primary water
train_4349, agriculture clear primary road, cloudy
train_4013, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_26232, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_2252, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary selective_logging
train_25290, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_249, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_2095, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation primary
train_3394, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_356, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_262, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation primary
train_12314, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_1191, artisinal_mine blooming blow_down cloudy primary selective_logging slash_burn, agriculture clear primary road
train_3071, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_2309, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_875, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary road
train_12022, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear primary water
train_11815, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture bare_ground haze primary road
train_2614, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_38594, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, agriculture clear habitation primary slash_burn
train_376, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_3975, agriculture clear primary road, cloudy
train_27590, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_3066, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary water
train_30474, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_3610, artisinal_mine blow_down cloudy primary road selective_logging slash_burn, haze primary
train_2083, clear cloudy selective_logging slash_burn, agriculture cultivation habitation partly_cloudy primary road
train_30443, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_1241, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, agriculture clear primary road
train_30494, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_2524, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_1073, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary road
train_2319, clear cloudy selective_logging slash_burn, agriculture clear cultivation primary road
train_3857, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2112, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_2310, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear habitation primary
train_28109, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_40446, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary slash_burn water
train_236, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_3258, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_372, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_2517, clear cloudy selective_logging slash_burn, agriculture clear cultivation primary road
train_10858, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_2754, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, clear cultivation habitation primary water
train_1181, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_4476, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, cloudy
train_286, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture artisinal_mine clear primary water
train_26332, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_12185, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear primary water
train_1340, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture artisinal_mine clear cultivation habitation primary water
train_288, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn water, clear primary water
train_977, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road water
train_2238, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary slash_burn
train_1162, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary water
train_3232, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture cultivation haze primary
train_2087, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_283, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, partly_cloudy primary water
train_276, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_28878, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_2496, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary water
train_26748, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_1305, clear cloudy primary selective_logging slash_burn, agriculture partly_cloudy primary road
train_2338, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_336, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_293, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary water
train_31420, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_4414, artisinal_mine primary road selective_logging slash_burn, cloudy
train_354, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_1178, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_29576, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_12054, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear road
train_1091, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_1046, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_30024, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine partly_cloudy primary water
train_357, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_3930, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_30072, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_10432, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear
train_1480, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary water
train_4293, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_27504, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_831, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary
train_1123, clear cloudy selective_logging slash_burn, clear habitation primary road
train_364, clear cloudy selective_logging slash_burn, clear primary
train_366, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary water
train_294, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road
train_38995, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary slash_burn
train_29778, clear cloudy selective_logging slash_burn, artisinal_mine clear primary
train_1344, agriculture blooming blow_down clear cloudy habitation partly_cloudy selective_logging water, partly_cloudy primary
train_2335, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, agriculture clear cultivation habitation primary
train_261, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary
train_767, clear cloudy primary selective_logging slash_burn, agriculture clear primary road
train_3065, clear cloudy selective_logging slash_burn, agriculture cultivation habitation partly_cloudy primary road
train_1106, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_27694, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_1284, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_30545, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_4051, agriculture clear primary road, cloudy
train_1350, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_1019, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn water, agriculture clear habitation primary road
train_10525, clear cloudy selective_logging slash_burn, agriculture bare_ground clear road
train_2780, clear cloudy selective_logging slash_burn, agriculture clear cultivation habitation primary
train_3613, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2606, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary water
train_27457, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_3054, clear cloudy selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_10992, clear cloudy selective_logging slash_burn, bare_ground clear primary
train_3305, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_2090, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_769, clear cloudy selective_logging slash_burn, agriculture habitation partly_cloudy primary
train_2248, clear cloudy primary selective_logging, agriculture clear habitation primary road
train_1388, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary road water
train_2201, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_30887, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_29914, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming partly_cloudy primary
train_3208, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_2995, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, habitation partly_cloudy primary water
train_314, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_1364, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary water
train_1233, clear cloudy selective_logging slash_burn, agriculture partly_cloudy primary
train_2299, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary
train_28663, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture blooming clear cultivation primary
train_29152, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_3228, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, habitation haze primary water
train_1188, clear cloudy selective_logging slash_burn, agriculture clear cultivation primary road
train_29669, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear water
train_27980, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine partly_cloudy primary road water
train_1417, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary water
train_326, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary
train_4094, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2207, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_2480, clear cloudy primary selective_logging slash_burn, agriculture cultivation partly_cloudy primary
train_25906, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_28380, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_265, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_375, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_813, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary
train_1011, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road water
train_1289, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary water
train_3321, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_10976, clear cloudy selective_logging slash_burn, bare_ground habitation partly_cloudy primary
train_11938, clear cloudy selective_logging slash_burn, bare_ground clear primary
train_12762, artisinal_mine blooming blow_down clear cloudy primary selective_logging slash_burn, bare_ground partly_cloudy primary water
train_2986, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_1196, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear water
train_2059, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_1078, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_1393, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary road water
train_29725, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary selective_logging
train_1288, clear cloudy selective_logging slash_burn, clear primary water
train_750, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary water
train_1041, clear cloudy selective_logging slash_burn, agriculture habitation partly_cloudy primary road
train_1139, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary
train_744, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_25675, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_1382, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_2467, clear cloudy selective_logging slash_burn, agriculture cultivation partly_cloudy primary road
train_10654, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_1170, clear cloudy selective_logging slash_burn, clear habitation primary road
train_30706, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_811, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear habitation primary
train_313, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary water
train_793, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_329, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary road water
train_25328, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_243, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_1097, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary water
train_25045, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture artisinal_mine clear primary road water
train_3240, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_25334, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, clear primary road selective_logging
train_2074, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation primary
train_251, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_27009, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine clear primary
train_814, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_282, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_255, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_690, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary road
train_2276, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_2157, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear cultivation primary
train_1144, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_12174, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground blooming clear cultivation primary
train_300, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_1474, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary road
train_879, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary
train_1009, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_10197, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear
train_11035, clear cloudy primary selective_logging slash_burn, artisinal_mine bare_ground clear primary road water
train_3250, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary water
train_25257, clear cloudy selective_logging slash_burn, artisinal_mine bare_ground clear habitation primary road water
train_3179, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, haze primary
train_4292, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_252, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear habitation primary
train_24882, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, haze primary selective_logging
train_3007, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, haze primary water
train_2663, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_988, clear cloudy primary selective_logging, agriculture partly_cloudy primary road
train_1077, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, habitation partly_cloudy primary road
train_11796, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary
train_25785, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_270, clear cloudy selective_logging slash_burn, agriculture clear primary road
train_12225, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear primary selective_logging water
train_867, clear cloudy selective_logging slash_burn, agriculture clear habitation primary road
train_4592, artisinal_mine blow_down cloudy primary road selective_logging slash_burn, cloudy
train_235, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_29975, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_2244, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_24464, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_31330, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_3995, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, cloudy
train_2633, clear cloudy selective_logging slash_burn, clear habitation primary water
train_224, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear primary
train_10704, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, bare_ground clear primary road
train_25837, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_2325, clear cloudy selective_logging slash_burn, agriculture clear cultivation habitation primary water
train_1368, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_722, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary road water
train_31275, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging water
train_31540, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary selective_logging
train_1207, clear cloudy selective_logging slash_burn, agriculture partly_cloudy primary road water
train_733, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary road
train_1081, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, partly_cloudy water
train_3837, artisinal_mine blow_down cloudy primary road selective_logging slash_burn, cloudy
train_242, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_882, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture partly_cloudy primary
train_232, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_11870, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture bare_ground clear cultivation primary road
train_809, clear cloudy selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_10429, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, bare_ground clear cultivation primary
train_3379, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_1337, artisinal_mine blooming blow_down cloudy primary selective_logging slash_burn, clear primary selective_logging water
train_1087, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary road slash_burn
train_2973, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture clear habitation primary road
train_29779, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_11933, clear cloudy selective_logging slash_burn, agriculture bare_ground clear habitation primary road
train_1250, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_29459, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_3951, clear cloudy selective_logging slash_burn, cloudy
train_1099, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary water
train_11543, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn water, bare_ground clear habitation primary water
train_3543, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze primary water
train_25744, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, blooming clear primary
train_30719, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, artisinal_mine clear primary water
train_3077, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_344, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, clear primary
train_1234, clear cloudy primary selective_logging slash_burn, agriculture clear cultivation habitation primary road
train_1244, clear cloudy selective_logging slash_burn, clear primary water
train_3463, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, agriculture haze road
train_28509, clear cloudy selective_logging slash_burn, artisinal_mine clear primary water
train_28973, clear cloudy selective_logging slash_burn, artisinal_mine clear conventional_mine primary road water
train_872, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear primary road water
train_1131, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, partly_cloudy primary
train_3815, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn water, cloudy
train_3397, artisinal_mine blooming blow_down cloudy primary road selective_logging slash_burn, haze primary
train_1186, clear cloudy selective_logging slash_burn, partly_cloudy primary
train_728, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, agriculture clear cultivation habitation primary road slash_burn
train_3365, artisinal_mine blooming blow_down clear cloudy primary road selective_logging slash_burn, haze primary
